SMS,HAM-SPAM
"And that is the problem. You walk around in ""julianaland"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.",Ham
Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just £5 by replying GET BBDELUXE and take the challenge,Spam
Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,Spam
"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly",Ham
Hi neva worry bout da truth coz the truth will lead me 2 ur heart. Its the least a unique person like u deserve. Sleep tight or morning,Ham
Its not that time of the month nor mid of the time?,Ham
"We made it! Eta at taunton is 12:30 as planned, hope that‘s still okday?! Good to see you! :-xx",Ham
Would really appreciate if you call me. Just need someone to talk to.,Ham
I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,Spam
Total video converter free download type this in google search:),Ham
So what about you. What do you remember,Ham
Do well :)all will for little time. Thing of good times ahead:,Ham
ALSO TELL HIM I SAID HAPPY BIRTHDAY,Ham
I havent lei.. Next mon can?,Ham
Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,Ham
Hi di is yijue we're meeting at 7 pm at esaplanade tonight.,Ham
"Easy mate, * guess the quick drink was bit ambitious.",Ham
Ok,Ham
I love you both too :-),Ham
Even if he my friend he is a priest call him now,Ham
"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p ",Spam
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,Spam
"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;",Ham
It has issues right now. Ill fix for her by tomorrow.,Ham
We live in the next  &lt;#&gt; mins,Ham
"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola",Ham
"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",Ham
"Not yet chikku..going to room nw, i'm in bus..",Ham
I dont thnk its a wrong calling between us,Ham
I enjoy watching and playing football and basketball. Anything outdoors. And you?,Ham
"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",Spam
Can come my room but cannot come my house cos my house still messy... Haha...,Ham
K then 2marrow are you coming to class.,Ham
I've been trying to reach him without success,Ham
(That said can you text him one more time?),Ham
I'm thinking that chennai forgot to come for auction..,Ham
K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,Ham
In the end she might still vomit but its okay. Not everything will come out.,Ham
My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care,Ham
"K, I might come by tonight then if my class lets out early",Ham
Does she usually take fifteen fucking minutes to respond to a yes or no question,Ham
"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else",Ham
How are you holding up?,Ham
"It‘s £6 to get in, is that ok?",Ham
Eat jap done oso aft ur lect wat... Ü got lect at 12 rite... ,Ham
I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,Ham
"Dad wanted to talk about the apartment so I got a late start, omw now",Ham
"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",Ham
Designation is software developer and may be she get chennai:),Ham
He's in lag. That's just the sad part but we keep in touch thanks to skype,Ham
Still chance there. If you search hard you will get it..let have a try :),Ham
"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",Ham
Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?,Ham
Thanks for understanding. I've been trying to tell sura that.,Ham
X course it 2yrs. Just so her messages on messenger lik you r sending me,Ham
Ding me on ya break fassyole! Blacko from londn,Ham
2mro i am not coming to gym machan. Goodnight.,Ham
I fetch yun or u fetch?,Ham
Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,Ham
Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.,Ham
How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,Ham
Lol yes. But it will add some spice to your day.,Ham
Ok. How many should i buy.,Ham
"Yeah, probably earlier than that",Ham
Id have to check but there's only like 1 bowls worth left,Ham
"URGENT! Last weekend's draw shows that you have won £1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm",Spam
Have you not finished work yet or something?,Ham
The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,Ham
I can't make it tonight,Ham
K.i did't see you.:)k:)where are you now?,Ham
Webpage s not available!,Ham
How i noe... She's in da car now... Later then c lar... I'm wearing shorts...,Ham
Huh i cant thk of more oredi how many pages do we have?,Ham
Yup ü not comin :-(,Ham
Nothing spl..wat abt u and whr ru?,Ham
Apps class varaya elaya.,Ham
"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!",Ham
Ya very nice. . .be ready on thursday,Ham
You always make things bigger than they are,Ham
Ok pa. Nothing problem:-),Ham
I'm still pretty weak today .. Bad day ?,Ham
No I'm in the same boat. Still here at my moms. Check me out on yo. I'm half naked.,Ham
I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.,Ham
Anything...,Ham
"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx",Ham
HI ITS KATE CAN U GIVE ME A RING ASAP XXX,Ham
There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,Ham
"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec £1.50ea. OTBox 731 LA1 7WS. )",Spam
If you r @ home then come down within 5 min,Ham
Dip's cell dead. So i m coming with him. U better respond else we shall come back.,Ham
"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*",Ham
"""Hey! do u fancy meetin me at 4 at cha  hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x""",Ham
Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,Spam
Thank you. I like you as well...,Ham
I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!,Ham
Did you show him and wot did he say or could u not c him 4 dust?,Ham
Hi my email address has changed now it is ,Ham
Alright took the morphine. Back in yo.,Ham
"Feb  &lt;#&gt;  is ""I LOVE U"" day. Send dis to all ur ""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr",Ham
Yup song bro. No creative. Neva test quality. He said check review online.,Ham
Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke,Ham
"Hey elaine, is today's meeting still on?",Ham
How would my ip address test that considering my computer isn't a minecraft server,Ham
"alright, I'll make sure the car is back tonight",Ham
Change again... It's e one next to escalator...,Ham
Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.,Ham
I am in hospital da. . I will return home in evening,Ham
You need to get up. Now.,Ham
I'm in class. Did you get my text.,Ham
Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-),Ham
I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,Ham
"I am in tirupur da, once you started from office call me.",Ham
Boo what time u get out? U were supposed to take me shopping today. :(,Ham
"Sorry, I'll call later",Ham
"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",Spam
&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.,Ham
"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",Ham
Just buy a pizza. Meat lovers or supreme. U get to pick.,Ham
"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt",Ham
"No, but you told me you were going, before you got drunk!",Ham
Ü mean it's confirmed... I tot they juz say oni... Ok then... ,Ham
"Sorry, I'll call later",Ham
Cool. So how come you havent been wined and dined before?,Ham
Reverse is cheating. That is not mathematics.,Ham
"that would be good … I'll phone you tomo lunchtime, shall I, to organise something?",Ham
HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN,Ham
"My sister in law, hope you are having a great month. Just saying hey. Abiola",Ham
Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous,Ham
Aiyo please ü got time meh.,Ham
Ok.,Ham
This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,Spam
Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,Ham
Ok lor... Or u wan me go look 4 u?,Ham
Are you up for the challenge? I know i am :),Ham
Wah... Okie okie... Muz make use of e unlimited... Haha... ,Ham
U still havent got urself a jacket ah?,Ham
Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju),Ham
You're right I have now that I think about it,Ham
Hows the street where the end of library walk is?,Ham
Now? I'm going out 4 dinner soon..,Ham
Try neva mate!!,Ham
Nice.nice.how is it working?,Ham
Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know,Ham
U sure u can't take any sick time?,Ham
And now electricity just went out fml.,Ham
Did u see what I posted on your Facebook?,Ham
You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.,Ham
What happen dear tell me,Ham
"Short But Cute: ""Be a good person, but dont try to prove it.."" .Gud noon....",Ham
I love working from home :),Ham
U still going to the mall?,Ham
Good morning. At the repair shop--the ONLY reason i'm up at this hour.,Ham
No message..no responce..what happend?,Ham
How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.,Ham
"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.",Ham
"Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks! ",Ham
Its going good...no problem..but still need little experience to understand american customer voice...,Ham
Are you this much buzy,Ham
Leave it de:-). Start Prepare for next:-)..,Ham
I sent them. Do you like?,Ham
Horrible bf... I now v hungry...,Ham
Ya just telling abt tht incident..,Ham
The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?,Ham
Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,Ham
We have to pick rayan macleran there.,Ham
"Aight, sounds good. When do you want me to come down?",Ham
"I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*",Ham
Haven't left yet so probably gonna be here til dinner,Ham
Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx,Ham
"""CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.""",Ham
88800 and 89034 are premium phone services call 08718711108,Spam
1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.,Ham
Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie,Ham
Sary just need Tim in the bollox &it hurt him a lot so he tol me!,Ham
I think asking for a gym is the excuse for lazy people. I jog.,Ham
NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,Ham
Ok no prob...,Ham
No..he joined today itself.,Ham
Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.,Ham
She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance,Ham
"Haha awesome, omw back now then",Ham
Are you not around or just still asleep? :V,Ham
Now only i reached home. . . I am very tired now. . I will come tomorro,Ham
"Haha, that was the first person I was gonna ask",Ham
Jason says it's cool if we pick some up from his place in like an hour,Ham
"Carlos took a while (again), we leave in a minute",Ham
Wat happened to the cruise thing,Ham
Unlimited texts. Limited minutes.,Ham
"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management",Ham
My uncles in Atlanta. Wish you guys a great semester.,Ham
Dont let studying stress you out. L8r.,Ham
"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date.",Ham
I have no money 4 steve mate! !,Ham
"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.",Ham
"Wat time liao, where still got.",Ham
Just haven't decided where yet eh ?,Ham
Did u receive my msg?,Ham
Gibbs unsold.mike hussey,Ham
"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",Spam
Is ur paper in e morn or aft tmr?,Ham
No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,Spam
"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",Ham
Get ready to put on your excellent sub face :),Ham
Dont think so. It turns off like randomlly within 5min of opening,Ham
I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs,Ham
"Me not waking up until 4 in the afternoon, sup",Ham
"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola",Ham
Ahhh. Work. I vaguely remember that! What does it feel like? Lol,Ham
How come u got nothing to do?,Ham
Idea will soon get converted to live:),Ham
I went to project centre,Ham
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..",Ham
"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...",Ham
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066368470",Spam
What time you thinkin of goin?,Ham
Ok... Let u noe when i leave my house.,Ham
"It's cool, we can last a little while. Getting more any time soon?",Ham
Oh just getting even with u.... u?,Ham
Do you know where my lab goggles went,Ham
I'm good. Have you registered to vote?,Ham
Lol ... I really need to remember to eat when I'm drinking but I do appreciate you keeping me company that night babe *smiles*,Ham
"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea",Ham
Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,Ham
Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,Spam
Going on nothing great.bye,Ham
Ü all write or wat..,Ham
Did you stitch his trouser,Ham
"2 celebrate my bday, y else?",Ham
U repeat e instructions again. Wat's e road name of ur house?,Ham
U’ve Bin Awarded £50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min £50-£500. OptOut 08718727870,Spam
"And very importantly, all we discuss is between u and i only.",Ham
Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,Spam
"Tunde, how are you doing. This is just wishing you a great day. Abiola.",Ham
That day you asked about anand number. Why:-),Ham
"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",Spam
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,Spam
"Nope, I'm still in the market",Ham
18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,Spam
:( but your not here....,Ham
Ill call you evening ill some ideas.,Ham
S.i'm watching it in live..,Ham
Then u go back urself lor...,Ham
tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,Spam
Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,Ham
HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!鈥┾??〨ud evening...,Ham
Wot u up 2 u weirdo?,Ham
Can you talk with me..,Ham
And how's your husband.,Ham
"""Hey sorry I didntgive ya a a bellearlier hunny,just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a luv Jenxxx.""",Ham
FROM 88066 LOST £12 HELP,Spam
Easy ah?sen got selected means its good..,Ham
This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only,Spam
26th OF JULY,Ham
I went to project centre,Ham
Ha ha - had popped down to the loo when you hello-ed me. Hello!,Ham
FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv,Spam
You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750,Spam
Thanks. It was only from tescos but quite nice. All gone now. Speak soon ,Ham
I attended but nothing is there.,Ham
Noooooooo please. Last thing I need is stress. For once in your life be fair.,Ham
Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?,Ham
"Haven't seen my facebook, huh? Lol!",Ham
Well then you have a great weekend!,Ham
Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................,Ham
Finish already... Yar they keep saying i mushy... I so embarrassed ok...,Ham
She.s find. I sent you an offline message to know how anjola's now.,Ham
"Miss ya, need ya, want ya, love ya.",Ham
Reply to win £100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service,Spam
Yeah we do totes. When u wanna?,Ham
"Hi this is yijue, can i meet u at 11 tmr?",Ham
Man this bus is so so so slow. I think you're gonna get there before me,Ham
Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.,Ham
Ok that's great thanx a lot.,Ham
At what time are you coming.,Ham
"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",Ham
Send me your resume:-),Ham
"Ela kano.,il download, come wen ur free..",Ham
"By the way, 'rencontre' is to meet again. Mountains dont....",Ham
would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked,Ham
Not able to do anything.,Ham
K.k.this month kotees birthday know?,Ham
When did i use soc... I use it only at home... Ü dunno how 2 type it in word ar...,Ham
Wif my family booking tour package.,Ham
Cps is causing the outages to conserve energy.,Ham
"Yup. Anything lor, if u dun wan it's ok...",Ham
Hope youre not having too much fun without me!! see u tomorrow love jess x,Ham
Me fine..absolutly fine,Ham
Is xy in ur car when u picking me up?,Ham
18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,Spam
Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,Ham
"When I was born, GOD said, ""Oh No! Another IDIOT"". When you were born, GOD said, ""OH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!",Ham
When you came to hostel.,Ham
"Hi Chikku, send some nice msgs",Ham
But you dint in touch with me.,Ham
"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.",Ham
Huh? 6 also cannot? Then only how many mistakes?,Ham
Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-),Ham
Think + da. You wil do.,Ham
Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  ,Ham
Just normal only here :),Ham
Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.,Ham
It vl bcum more difficult..,Ham
Dunno he jus say go lido. Same time 930.,Ham
I'm in school now n i'll be in da lab doing some stuff give me a call when ü r done.,Ham
If u dun drive then how i go 2 sch.,Ham
Yes princess! I want to make you happy...,Ham
Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:),Ham
Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv,Spam
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,Spam
Oh ok i didnt know what you meant. Yep i am baby jontin,Ham
Please leave this topic..sorry for telling that..,Ham
Shall i get my pouch?,Ham
Dhoni have luck to win some big title.so we will win:),Ham
Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx,Ham
Aight well keep me informed,Ham
"The word ""Checkmate"" in chess comes from the Persian phrase ""Shah Maat"" which means; ""the king is dead.."" Goodmorning.. Have a good day..:)",Ham
What is important is that you prevent dehydration by giving her enough fluids,Ham
"Aldrine, rakhesh ex RTM here.pls call.urgent.",Ham
"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...",Ham
"Aight, I'll ask a few of my roommates",Ham
Please sen :)my kind advice :-)please come here and try:-),Ham
"Dear, take care. I am just reaching home.love u a lot.",Ham
"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062",Spam
How much would it cost to hire a hitman,Ham
Oh you got many responsibilities.,Ham
Have you always been saying welp?,Ham
"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later.",Ham
Yar but they say got some error.,Ham
"[…] anyway, many good evenings to u! s",Ham
Am okay. Will soon be over. All the best,Ham
I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?,Ham
Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?,Ham
Taka lor. Wat time u wan 2 come n look 4 us?,Ham
So what did the bank say about the money?,Ham
Just got to  &lt;#&gt;,Ham
Ya but it cant display internal subs so i gotta extract them,Ham
"Sorry, I'll call later",Ham
"Yes..but they said its IT.,",Ham
Y dun cut too short leh. U dun like ah? She failed. She's quite sad.,Ham
Or I guess  &lt;#&gt;  min,Ham
Will purchase d stuff today and mail to you. Do you have a po box number?,Ham
Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,Ham
Sounds like a plan! Cardiff is still here and still cold! I'm sitting on the radiator!,Ham
Dude just saw a parked car with its sunroof popped up. Sux,Ham
Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap,Ham
"Cool, want me to go to kappa or should I meet you outside mu",Ham
"Until 545 lor... Ya, can go 4 dinner together...",Ham
Hey tmr maybe can meet you at yck,Ham
This pay is  &lt;DECIMAL&gt;  lakhs:),Ham
Watching ajith film ah?,Ham
Ok,Ham
Hui xin is in da lib.,Ham
Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging ,Ham
What is the plural of the noun research?,Ham
Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.,Ham
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,Spam
"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",Spam
Why i come in between you people,Ham
Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,Ham
Leave it wif me lar... Ü wan to carry meh so heavy... Is da num 98321561 familiar to ü?,Ham
Have you laid your airtel line to rest?,Ham
"One of best dialogue in cute reltnship..!! ""Wen i Die, Dont Come Near My Body..!! Bcoz My Hands May Not Come 2 Wipe Ur Tears Off That Time..!Gud ni8",Ham
How much i gave to you. Morning.,Ham
Jos ask if u wana meet up?,Ham
Ok ok take care. I can understand.,Ham
K come to nordstrom when you're done,Ham
Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,Ham
Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks,Ham
You can donate £2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. £2.50 will be added to your next bill,Spam
Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.,Ham
Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! Love me xxx,Ham
Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.,Ham
Yes. Please leave at  &lt;#&gt; . So that at  &lt;#&gt;  we can leave,Ham
Who u talking about?,Ham
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,Spam
I guess it is useless calling u 4 something important.,Ham
Joy's father is John. Then John is the NAME of Joy's father. Mandan,Ham
Msg me when rajini comes.,Ham
Ya very nice. . .be ready on thursday,Ham
My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.,Ham
U sick still can go shopping?,Ham
"Sorry my roommates took forever, it ok if I come by now?",Ham
Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.,Ham
"I'm not coming over, do whatever you want",Ham
Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,Ham
Jus finish blowing my hair. U finish dinner already?,Ham
You dont know you jabo me abi.,Ham
"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",Ham
Oh god..taken the teeth?is it paining,Ham
PS U no ur a grown up now right?,Ham
I will treasure every moment we spend together...,Ham
Life style garments account no please.,Ham
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,Spam
Convey my regards to him,Ham
"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",Ham
