TWEET,EXISTENCE
Rachel Harris- @WEDO_worldwide- Gender & Climate Change & Renata Sivacolundhu- UNDPI @UNinfo - the UN & Human Rights with AU.,Yes
it's called global warming.. but it should be called climate flux!  12 inches of snow in NYC!! over 2ft in DC! yay!.. coat the cities white!,Yes
NYT: U.N. #Climate Panel & Chief Face Credibility Siege http://bit.ly/info/b4D02Y All about #global warming http://bit.ly/anyaIX,No
"Excellent British film about climate change, The Age of Stupid, is on TV in America Saturday, 4/17, 10pm on Discovery channel Planet Green.",Yes
@robpas 230k gov't workers get day off yesterday due to blizzard on same day peabrain-in-chief announces global warming agency.,No
"FYI Global Warming, er, Global Cooling -- whatever, is effecting economic indicators - the delivery of them out of Washington that is  $$",No
New federal climate change agency forming http://bit.ly/cB3YrH #environment #eco,Yes
Global Warming Makes Trees Grow Faster http://bit.ly/aT4B32,Yes
Global Warming Makes Trees Grow Faster http://bit.ly/aT4B32,Yes
"@freedom4USA Well, Thank God for Global Warming or Washington would get more snow.",Yes
"at the recent climate change summit. So meeting with the Dalai Lama,",No
30 inches of snow in Washington.  Al Gore blames it on Global Warming.,Yes
New York: Queens College geologist journeys to Antarctica to study global warming http://bit.ly/cIm1Rq,Yes
"RT @kharul_karyu: ""The most inconvienient truth of all: climate change & indigenous ppl"" http://su.pr/1IcaSV",Yes
James Sniffen from UNEP is speaking to American University students about Climate Change and the United Nations.,Yes
How do we solve this global warming thing? http://bit.ly/br4xLV,Yes
"Solar energy can be used to combat climate change: Experts|NOIDA (Uttar Pradesh), Feb.9 : Solar energy can be .. http://oohja.com/x6GJQ",Yes
"RT @asymmetricinfo: Okay, Democrats:  you promised me global warming.  If I don't get it soon, I'm voting GOP in November.",No
I'm bout to start random fires all over the place to speed up this global warming shit...my carbon footprint gon be bananas!!!,No
WINTER WEATHER: Scientists say storm doesn't refute global warming|Global warming may be the last thing on the .. http://oohja.com/x6GAn,Yes
"Obamateurism of the Day: Maybe Barack Obama hasn't read the memo yet, but anthropogenic global warming has come un... http://bit.ly/cDoUf1",No
A new federal agency to study global warming?? Just stop already!,No
Wtf ever happend to global warming? I could use a lil bit of that right now.,No
Palin likens global warming studies to 'snake oil': Palin said California's heavy regulatory environment makes it ... http://bit.ly/ctOFQo,No
Administration proposes new agency to study and report on global warming|WASHINGTON - The Obama administration on .. http://oohja.com/x6G2p,Yes
"Palin Likens Global Warming Studies To 'Snake Oil' At Redding Appearance|REDDING, Calif. -- Former Alaska Gov. .. http://oohja.com/x6FNC",No
"@vaerna ""climate change"" is more accurate",Yes
Obama spending our Tax money 4 New Federal Climate Change Agency   http://is.gd/7YeW8 #the disingenuous Leftists Hoaxster think we're stupid,No
New federal office for global warming ' http://americanperspective.org/New-federal-office-for-Global-Warming.html,Yes
Palin: Global Warming Studies 'Snake Oil'|Former Alaska Gov. Sarah Palin called studies supporting global climate .. http://oohja.com/x6Fj7,No
"NOAA Tackles Climate Change: Responding to public demand for climate change information, National Oceanic and Atmo... http://bit.ly/aIRiEU",Yes
NOAA Tackles Climate Change - eWeek: CBS NewsNOAA Tackles Climate ChangeeWeekResponding to public demand for clima... http://bit.ly/cDk39l,Yes
"RT @OpenSociety: OSI ""leads the way"" in addressing poverty, open society, & climate change - Thanks @Slate! http://bit.ly/cBZlku",Yes
Just posted Temperature and the Allocation of Time: Implications for Climate Change http://bit.ly/95CeOL #b2p,Yes
Commentary: The Case For Climate Change Must Be Remade From The Ground Upwards|Intellpuke: This commentary was .. http://oohja.com/x6EUr,Yes
"Global warming an Olympic worry, says Rogge|VANCOUVER- Global warming is starting to worry the International .. http://oohja.com/x6EOK",Yes
@metfan722 global warming has been highly overrated south of NYC this year which is EXTREMELY rare.,Yes
Anatomy of the collapse of the great gobal warming scandal #global warming http://is.gd/7TByc,No
"Spring begins almost two weeks earlier due to global warming, say scientists|ANIMALS and plants in the UK are .. http://oohja.com/x6Eu7",Yes
"No time to put climate science on ice|The science of climate change has been on the defensive in recent weeks, .. http://oohja.com/x6EdW",Yes
NOAA to provide info on global warming|The Obama administration Monday proposed a new National Oceanic and .. http://oohja.com/x6Ec3,Yes
Obama Creating New Climate Change Agency http://bit.ly/cBUyzB,Yes
"RT @DougBenson Dear Stupid People Who Think These Winter Storms Means There's No Such Thing As Global Warming, You're stupid. Love, Shut up",No
"Report: Exxon Still Orchestrating Campaign to ""Undermine Public Acceptance of Global Warming"" http://bit.ly/ceX6Hi via @treehugger",Yes
Climate change for scaredy-cat tea partyers should be framed as: more extreme weather events need passive survivability http://bit.ly/cCUrkq,Yes
Revenue-neutral': The last hope for climate change legislation? http://url4.eu/1La5B,Yes
Revenue-neutral': The last hope for climate change legislation? http://url4.eu/1La54,Yes
Revenue-neutral': The last hope for climate change legislation? http://bit.ly/9PsIMG,Yes
Revenue-neutral': The last hope for climate change legislation? http://bit.ly/9PsIMG,Yes
;O  Is the US doing enough to stop global warming? presumption,Yes
The DC storms *prove* global warming is just a liberal plot to raise taxes. Snow is not warm...duh. (proves it!),No
There is No Man Made Climate Crisis (Global Warming is a Hoax)  environmentalists ;P,No
"Strange how the more Obama tries to kick start Congress, the more it snows. Maybe bipartisanship IS the cure for global warming...",No
Water at core of climate change impacts http://uk.reuters.com/article/idUKTRE61615G20100207 ^AB,Yes
"nitwit-in-chief forms gov't global warming agency, announced today but few media able to report as follows blizzard.  http://stk.ly/ccGuOc",Yes
The Chilling Effect | cooling heated rhetoric on global warming ...: Energy and Environment: Around the Interwebs.... http://bit.ly/c14ZE3,Yes
#Green Peoples World Climate Change+Earth's Rights Conf.19Apr'10 http://su.pr/1HSMF8 SouthAm Response to Copenhagen  #America #brooklyn #NYC,Yes
"Get the Facts About Global Warming, So That You Can Make an ... news today",Yes
The people put on TV to explain climate change should know how to explain it. #justsayin,No
U.S. Fish and Wildlife Service Says Pika Not Imperiled by Climate Change: The Obama administration has determined... http://nyti.ms/90PDbb,Yes
U.S. Fish and Wildlife Service Says Pika Not Imperiled by Climate Change http://nyti.ms/c6fTQ6,Yes
:O fishery managers New Federal Climate Change Agency Forming,Yes
RT @EcoInteractive: Global Warming May Warrant New Approaches To Ecosystem Restoration http://bit.ly/WarmingApproaches,Yes
I really think that conservatives DO get the global climate change thing. It's just that they'll never admit that they're wrong. Assholes.,Yes
"@DavidCornDC That's why ""Global warming"" is another one of those phrases that should be eliminated. Purposely used to mislead now.",No
RT @HuffPostGreen: hey! wow!  New Federal Climate Change Agency Announced http://bit.ly/aybO8Z,Yes
RT @HuffPostGreen: hey! wow!  New Federal Climate Change Agency Announced http://bit.ly/aybO8Z,Yes
SEC Guidance on #climate change posted to CCCL Regulation Tracker http://bit.ly/aZKkdL,Yes
RT @guardianeco: From @grist: Tea Party supporters far less informed about climate change than general public http://bit.ly/cMovqD,Yes
Kim Cranston: Climate Change Plus West Coast = Climatopia? http://bit.ly/9Y4jaI,Yes
hey! wow!  New Federal Climate Change Agency Announced http://bit.ly/aybO8Z,Yes
"There might be something to this ""global warming"" jazz people are talking about @allesegretti",Yes
peter m robinson YouTube - Thomas Sowell: Global Warming Manufactured by Intellectuals? ;),No
Disclosing the real risks of climate change http://ff.im/-fBj8k,Yes
"RT @BreakingNews: Obama administration forms Climate Service, a new  agency to study and report on global warming -AP",Yes
"RT @BreakingNews: Obama administration forms Climate Service, a new agency to study and report on global warming || Waste more $$$ Obama.",No
@sugarfreeNJ Call Al Gore he will come help shovel u out from global warming,No
#Green SouthAm Response to Copenhagen:Peoples World Conf.Climate Change+Earth's Rights 19Apr'10 http://su.pr/1HSMF8 #America #brooklyn #NYC,Yes
Any chance of some global warming?,No
I favorited a YouTube video -- Funny Politics - Global Disastrification (Global Warming Spoof) http://youtu.be/tUZRjHK8rQs?a,No
I love how the scientific community claims to know all by knowing nothing. Global warming and this autism vaccine garbage is more of this,No
What would all the beneficiaries of the global warming hype do if they find out that humans have little to do with the Earth's temp? #tcot,No
Scientist's Sexxxy Novel Proves 'Climate Change' Is for Sex Pervs [Books] http://bit.ly/9AODlg,No
RT @UN: UN defends conclusions of landmark climate change report: http://is.gd/7WkIo #UN #news,Yes
"OSI ""leads the way"" in addressing poverty, open society, & climate change - Thanks @Slate! http://bit.ly/cBZlku",Yes
"Protein might help fight global warming|DENTON, Texas, Feb. 8 (UPI) -- University of North Texas scientists say .. http://oohja.com/x6CYD",Yes
Yachtsmen's marine paradise hit by global warming|The yachtsman's wildlife ocean paradise of the Galapagos .. http://oohja.com/x6CPN,Yes
Arctic climate changing fast: Climate change is transforming the Arctic environment faster than expected and accel... http://bit.ly/ckRjPW,Yes
"George Perkins: Clean Energy Jobs Act vital to reduce global warming, create jobs, cut pollution|Dear Editor: I .. http://oohja.com/x6CG5",Yes
http://bit.ly/10NrOO Climate Change Media Partnership 2009 ' Green energy strategy to ... http://bit.ly/9Yl9Az,Yes
Economic and Social Consequences of Global Warming  health hazards ;O,Yes
"After blizzard, Mid-Atlantic states targeted for several more inches of global warming. http://usat.me?37459708 #tcot #teaparty #gop",Yes
"Climate Change is Forcing Arctic Changes Faster than Expected: To be more specific, it causing changes in the Arct... http://bit.ly/99EpGQ",Yes
Bad Science Bad Politics http://bit.ly/ackZ8J The Death o Global Warming,No
Looks like Audi is co-signing this Global Warming conspiracy... http://myloc.me/3BsUP,No
"Audi's ""green police"" spot just scared the more paranoid, global-warming-isn't-real people of America.",Yes
Addressing Global Warming: Retrain Coal Workers for Green Jobs http://bit.ly/bLcqDu,Yes
Brits start to doubt global warming: http://bit.ly/cEMysp via @addthis,No
David Gershon: Empowering a Climate Change Movement -- Part 3: Instead of Cursing the Dark Light a Candle http://bit.ly/duIycM,Yes
RT @yidwithlid: The IPCC's Latest Climate Change Blunder...To Boldly Go Where No Stupidity Has Gone Before. http://tinyurl.com/yhsp6tv #climategate  #nobama,No
RT @Lib_Berated: EPA can't finish their report on Global Warming because it was there is too much snow to go to work.,No
"RT @DefendGlenn: ""SCAM, SCAM, SCAM!"" EU Parliament Member Rips global Warming Hysteria http://is.gd/7Mkw4 #tcot #p2 #gop #teaparty",No
Addressing Global Warming: Retrain Coal Workers for Green Jobs http://bit.ly/c9fUuL,Yes
Mary Ellen Harte and John Harte: Addressing Global Warming: Retrain Coal Workers for Green Jobs http://bit.ly/chotVm,Yes
Mary Ellen Harte and John Harte: Addressing Global Warming: Retrain Coal Workers for Green Jobs: When Congress cre... http://bit.ly/cmw6eM,Yes
"@jbg7474 Further, it's not 2 scientists disagreeing. The *vast* majority of scientists accepts the reality of climate change.",Yes
Australian drought linked to climate change; more snow in E Antarctica = less rain in Oz http://bit.ly/coZ3qJ #350ppm #climate,Yes
Monroerising.com: Washington DC has record winter: RFK 15 Months ago predicted because of Global Warming there wil... http://bit.ly/9KgtMi,Yes
Public loses faith in climate change science after leaked emails scandal - The Guardian: Times OnlinePublic loses ... http://bit.ly/bpz0Rj,No
MORE SNOW- WEDNESDAY- get your global warming- get it now!,Yes
It May Not Be Global Warming but ... @ http://aclnk.com/ar2633313,Yes
"RFK, Jr. 15 months ago: Global warming means no snow or cold in DC | Washington Examiner: http://bit.ly/76Gtnu via @addthis",No
Olympics organisers desperate for climate change http://bit.ly/a295w8,Yes
"@jbg7474 The ""global warming movement"" doesn't require ""credibility""; it's based on science. Denials are not, and lack same weight. #p2",Yes
Olympics organisers desperate for climate change http://url4.eu/1KvGL,Yes
Olympics organisers desperate for climate change http://bit.ly/bfn2bA,Yes
Olympics organisers desperate for climate change http://bit.ly/bfn2bA,Yes
California's global-warming law Under Attack http://54i05.tk,Yes
The great global warming collapse ' The Globe and Mail http://ff.im/-fyi0U,Yes
It Seems The Global Warming Hoax Is Starting To Sink In.  What Will Th,No
"global warming prolly real in New York, but big scam in DC",No
"Bahuguna says country will face problems due to global warming|Pune, Feb 7 : Eminent social worker Sundarlal .. http://oohja.com/x6zS5",Yes
"I'm sick of hearing global warming crap, it's a natural thing! if we didn't exist it'd happen anyway!",No
"The global warming movement as we have known it is dead,' : http://theridgewoodblog.blogspot.com/",No
:P http://bit.ly/bgxiU6 stop global warming The great global warming collapse,Yes
Global warming phenomenon -Climate plays a far more important role in economic development:Vohra http://bit.ly/a3ZFHs,Yes
"In Part Of Our Contribution To Reduce Global Warming, Shall We Ban The http://bit.ly/c9P8qU",Yes
"RT @earthinstitute: State of the Planet 2010 Conference: Connecting Voices Globally to Meet the Challenges of Climate Change, Poverty... http://bit.ly/cYM4gC",Yes
RT @alancolmes: Utah State Rep: Climate Change Is Conpiracy To Control Populaton http://bit.ly/aLu2oC,No
California's global-warming law Under Attack: Republican politicians and conservative activists are launching a ba... http://bit.ly/bmiGzP,Yes
How's that Global Warming treating you? Anyone seen Al Gore? photo shows  record-breaking snow in Maryland  http://bit.ly/9HvBld,No
"Global warming is man-made, top UN official reaffirms: UNITED NATIONS, Jan 7 (APP): The great weight of science st... http://bit.ly/aENnqw",Yes
Delusional Leftist Olympic Organisers desperate for climate change: http://bit.ly/b5oFoH #It's no surprise NBC outbid everyone for Olympics,No
RT @AmericaBlog: British Conservatives move away from climate change as election nears http://bit.ly/9UqN5F #p2,No
Horner challenges climate change data|Much of current global warming theory is based on distortions of scientific .. http://oohja.com/x6yJi,No
Cochabama: Peoples World Conference on Climate Change and Mother Earth's Rights http://ow.ly/16w7Jz,Yes
"Despite the sceptics, climate change must remain a priority: http://bit.ly/bGwsVu (via @EcoSteward)",Yes
@peterdaou Who are the 'political elites'? Editors of the Times shilling for Bush on Iraqi WMD? Members of Congress denying climate change?,Yes
UN climate scientist defends report: 6 (UPI) ' A United Nations scientist struck back at climate change critics Sa... http://bit.ly/9iELfk,Yes
Global warming is suspended due to the cold weather...,No
Olympic Organizers desperate for climate change... http://bit.ly/acZSeo #breaking,Yes
"Varanasi holds fire ritual to prevent global warming|By Girish Dubey, Varanasi, Feb.6 : A large number of .. http://oohja.com/x6xrM",Yes
"(""Censored News"") Cochabama: Peoples World Conference on Climate Change and Mother Earth's Rights http://ow.ly/16w7Jz",Yes
"Is global warming a plot? Mm, nah|I just love conspiracy theories. And so, apparently, does Rep. Mike Noel. The .. http://oohja.com/x6xeX",No
"FOR ALL YOU LOSERS THAT INVESTED IN AL GORE'S GLOBAL WARMING SCAM, I THINK ITS TIME TO KICK HIS ASS AND GET YOUR MONEY BACK.",No
Climate Change Impacts And Vulnerability In The Eastern Himalayas http://bit.ly/cDR9xJ,Yes
"House of Peers -- By: Mark Steyn: As Jonah and I have written here previously, ""climate change"" is not only a scie... http://bit.ly/b0pzHR",Yes
RT @Ki6AMD RT @adamcurry: LOL - If Global Warming is Real Then Why is it Cold? http://ifglobalwarmingisrealthenwhyisitcold.blogspot.com/,No
Top UN environment official defends conclusions of landmark climate change report: UN News Centre 6 February 201... http://bit.ly/9gTNcG,Yes
Atmospheric carbon dioxide that is causing climate change is also negatively affecting the marine environment http://bit.ly/drW0Nu ^AB,Yes
"For those who believe global warming is in progress, please bring your warming to my front yard. I can't see out over the snow drifts. #tcot",No
@GurianPeck the GOP always finds a way to push its agenda. two crippling snowstorms in one month are in line with global CLIMATE CHANGE.,Yes
Some Global Warming huh? You were all lied to by Al Gore... he duped you.,No
I 2nd that RT @NYCAviation @BarackBorat: Can someone call the Al Gore and ask him for make turn the Global Warming back on?,No
Utah State Rep: Climate Change Is Conpiracy To Control Populaton http://bit.ly/bR8MT6 #p2,No
BREAKING NEWS: Global warming just made Hell a little hotter,No
#FF just slightly belatedly @femmepatriot  staying warm today in the global warming? Freeeeeezin' here,No
Is climate change hiding the decline of maple syrup?: The burning of fossil fuels such as coal and oil releases ca... http://bit.ly/d5si4F,Yes
The great global warming collapse - http://is.gd/7PoXr - #TCOT #AGW,No
"""Climate change deal marks an 'essential beginning,' Ban says ' UN News Centre"" http://tinyurl.com/yj7tzzd",Yes
PAPER: The great global warming collapse... http://bit.ly/dx5ri6 #breaking,No
RT @BarackBorat: Can someone call the Al Gore and ask him for make turn the Global Warming back on?,Yes
RT @ThinkProgress: Utah state representative claims climate change is a 'conspiracy' aimed at populat... http://bit.ly/chOhWn #p2 #du1 #dnj,No
pls RT: Tell Toyota COO to put the brakes on climate change and US CoC - Digg up this Q! http://ow.ly/14Bbn #climate #green,Yes
"@NAOMIHITME1 I don't understand that it only snowed in parts of Brooklyn & didn't even touch the BX, global warming man!",No
Climate Change Impacts And Vulnerability In The Eastern Himalayas http://bit.ly/cDR9xJ IndigPplsRsrcs,Yes
"RT @astrosteve ""Well, Lisa, looks like I'll be shoveling four feet of global warming tomorrow!"" - Homer Simpson",No
"RT @astrosteve gaaaah.. on the radio: ""Well, this blizzard proves global warming is a fraud."" NO IT FUCKING DOESN'T.",Yes
"No snow at all here in northern NJ (near Newark) - must be a pocket of ""climate change"" :)",Yes
@BarackObama - dont tell me- global warming wi be a topic-ha ha!,No
Where's that global warming? Deep freeze here http://bit.ly/2wWWmQ,No
RT @newtgingrich: where is al gore to explain it snows this heavily as a sign global warming is imminent // WEATHER IS NOT CLIMATE #tcot #p2,No
According to @newtgingrich it's snowing so Al Gore must be fat or something. It's GLOBAL CLIMATE CHANGE. You might want to look that up.,Yes
"RT @toddstarnes: Dear Mr. Gore, would you mind helping to shovel the 30 inches of global warming in DC?",No
"Dear Mr. Gore, would you mind helping to shovel the 30 inches of global warming in DC?",No
"RT @TPM_dk Va. GOP Mocks Global Warming, Since, You Know, It's Snowing  http://digg.com/d31Hv3d?t",No
"@TheCortez Global Warming causes a change in all patterns of weather. Including warmth, snow and rain",Yes
Great piece on the challenges of communicating climate change #energy #sustainability  http://jm.ly/VITRUR,Yes
"Kolkata's Green Mall aims to reverse global warming|By Ajitha Menon, Kolkata, Feb. 6 : Green is in, and a mall .. http://oohja.com/x6wd5",Yes
"Saving endangered species. Turtles due to hotels, poaching of eggs, accidental snaring in nets and global warming http://bit.ly/bPjxSF ^AB",Yes
"The great global warming collapse|As the science scandals keep coming, the air has gone out of the climate-change .. http://oohja.com/x6w5B",No
Links 2/6/10: Climate change causes wolverine decline across Canada BBC Physicist Discovers How to Teleport Energy... http://bit.ly/bqi1Bm,Yes
"A green birthday gift: plant 10 trees for $10, in region strategically selected to offset global warming http://br.st/01Q",Yes
#thankyouObama for continuing to push a climate change bill that has absolutely no credible scientific backing #tcot #p2,No
http://twitpic.com/11n727 - Jersey Shore Global Warming Alert #2,Yes
@kokomoko Global warming/climate change/unicorns are crazy things. Don't try to understand. Your betters will tell you the truth. Trust 'em.,No
"Yo, just a note from the great Jersey Shore, we're gettin' a good heap of Global warming at a 1/2 inch an hour. Thanks Al!",No
@Rochdalian  Maybe it's an ironic by-product of global warming. (The new Southern Snow-Belt),Yes
@thatsright_95 http://twitpic.com/11n0ql - oh wow! Global warming sure is in full force!,Yes
http://twitpic.com/11n0ql - Global warming alert: 1:50 a.m. EST.,Yes
@texasps Ma'am...I'm drunk bloggin' the global warming fiasco that is happening as we speak in my backyard. I LOVE SNOW! (climate change),No
"Free Reading !!! Climate Change loonies ' Standard Examiner Blogs: Still, the letters from tho... http://bit.ly/ca7Z8L mypsychicsonline.inf",No
BYU scientists refute Utah committee's global warming assertations|State lawmakers are finding themselves in an .. http://oohja.com/x6uQM,No
@oxchris the snow should be blamed on global warming.. I mean global cooling.. I mean.. Oh you know.. It's all bull anyway!,No
"Snow? IN JANUARY??? I thought with global warming I was all set, but looks like I will have to go back to the double shorts setup.",No
SEC Recognizes Climate Change as Material Business Risk http://url4.eu/1KCv5,Yes
SEC Recognizes Climate Change as Material Business Risk http://bit.ly/aXTBYB,Yes
SEC Recognizes Climate Change as Material Business Risk http://bit.ly/aXTBYB,Yes
RT @Lib_Berated: EPA can't finish their report on Global Warming because it was there is too much snow to go to work.//ROFLMFAO!!,Yes
EPA can't finish their report on Global Warming because it was there is too much snow to go to work.,Yes
RT @wsmco: should tie a liberal global warming scum to front of every snowplow in dc. and drag morons who voted for them behind it.,No
should tie a liberal global warming scum to front of every snowplow in dc. and drag morons who voted for them behind it.,No
Climate Change: The Great Unraveling ..  http://americanperspective.org/climate-change-great-unraveling.html,No
Economics Must Align with Climate Change http://bit.ly/boCsqs #energy,Yes
Global warming is killing Canadian wolverine http://bmpost.com/8751,Yes
"@Token12ga That's just wrong! As I told @underdad, who lives in Hawaii, weatherboarding is a climate change offense! @onetokenblack",Yes
Is climate change hiding the decline of maple syrup? http://bit.ly/c8lMYl,Yes
gop still doesn't comprehend diff btw weather & climate: rt @GottaLaff VA GOP uses blizzard to lie about climate change http://bit.ly/9KCedz,Yes
Arctic climate changing faster than expected  (Reuters): Reuters - Climate change is transforming the Arctic e... http://bit.ly/d8Sx0D,Yes
global warming put off until July!,No
"Check out the Most popular GPS Video: Educational Video on the Environment, Global Warming & Poverty - you watch it now http://bit.ly/6SExFi",Yes
Prince Charles On Climate Change: Global Warming Skeptics Are All Liars http://bit.ly/bHljEQ,Yes
Prince Charles On Climate Change: Global Warming Skeptics Are All Liars http://bit.ly/dmKIml,Yes
The British public has become increasingly sceptical about #climate change (BBC) http://bit.ly/cWReJl via @Flipbooks #News,No
global warming http://bit.ly/dxIaFb ;P Study Says Arctic Ice Melt to Cost Global Economy $2.4 Trillion,Yes
Important video to watch - Laurie Davids Green Guide to Stop Global Warming http://bit.ly/5xA0tB #globalwarning #green #eco #climatechange,Yes
"""Climate Change Fraud - India forms new climate change body"" http://tinyurl.com/ybdeqkk",No
"RT @DefendGlenn: ""SCAM, SCAM, SCAM!"" EU Parliament Member Rips global Warming Hysteria http://is.gd/7Mkw4 #tcot #p2 #gop #teaparty",No
"""SCAM, SCAM, SCAM!"" EU Parliament Member Rips global Warming Hysteria http://is.gd/7Mkw4 #tcot #p2 #gop #teaparty",No
Deforestation can increase the global warming impacts on the earth http://tinyurl.com/yf2np2u,Yes
gridlock Facts brushed over by global warming fanatics  :O,No
Wolverine No Match for Climate Change:  Forget polar bears or penguins.  The charismatic megafauna suffering most ... http://bit.ly/dn0Vbg,Yes
"If climate aid won't be additional, harder to imagine a true global carbon deal. Warming becomes one more global development problem",Yes
Brilliant. RT @StephenAtHome I think we can all agree this Prius disaster proves once and for all that global warming doesn't exist,No
RT @AllConcern: #enviroment: Traditional Indigenous Knowledge & Global Warming ' Stephen Leahy ... http://bit.ly/9b9Ofj,Yes
Global Warming Activist Freezes to Death in Antarctica http://tinyurl.com/gf3ud #tcot,No
I think we can all agree this Prius disaster proves once and for all that global warming doesn't exist /via @StephenAtHome,No
@GregWHoward Another MSM driven scientific panic. Sounds a lot like global warming.,No
FRIDAY AFTERNOON IGNORANCE-OFF: Virginia GOP (snow means no global warming!) vs. Tea Party speaker (diversity is evil!) http://p-bu.mp/83l,Yes
New facility expected to clarify ecosystem responses to climate change|( DOE/Oak Ridge National Laboratory ) .. http://oohja.com/x6t0p,Yes
"Certainty on the Science of Climate Change: 'A wait-and-see policy,' on climate change, observed Center for Americ... http://bit.ly/crQW9x",Yes
Virginia GOP uses snow to mock climate change and attack cap-and-trade. http://www.youtube.com/watch?v=y5A2ahIn05M,No
Positive Proof of Global Warming! [PIC]  http://tweetphoto.com/10483335,Yes
Positive Proof of Global Warming! [PIC]  http://tweetphoto.com/10483335,Yes
Something must be done! Moderate Increase in Global Warming Will Wipe Out Many Species http://bit.ly/7pjHIG #wildlife #green #nature #eco,Yes
Climate Change Expert Refutes Copenhagen 'Myths' and Defends Copenhagen Accord http://bit.ly/cJNCe3,Yes
"@AmanpourCNN China fucked with US in Climate Change, I say let them go to hell.",Yes
"Hey smartasses, GLOBAL warming, not ""insert your location which happens to be unseasonably cold for 2 seconds"" warming. Oh, meant dumbasses.",Yes
Laurence Tribe: climate change suits should be dismissed under political-question doctrine [Adler] http://is.gd/7KS5R,No
"Pachauri insists science behind global warming remains 'totally valid'|New Delhi, Feb 5: UN Inter-Governmental .. http://oohja.com/x6rHz",Yes
"Pachauri insists science behind global warming remains 'totally valid'|New Delhi, Feb 5: UN Inter-Governmental .. http://oohja.com/x6rDp",Yes
"Pachauri insists science behind global warming remains 'totally valid'|New Delhi, Feb 5: UN Inter-Governmental .. http://oohja.com/x6rBu",Yes
"What's a Cheap, Easy Way to Curb Climate Change? Seal the Leaks!: PR Web (press release)Newark, NJ (PRWEB) Februa... http://bit.ly/cU9fiD",Yes
Africa And Global Warming|Lagos ? A group called The Africa Group whose spokes person is Ethiopian leader Meles .. http://oohja.com/x6qTB,Yes
Africa: Africa And Global Warming: A group called The Africa Group whose spokes person is Ethiopian l... http://tinyurl.com/y8fzja2 #Africa,Yes
@SexyJada770 Yeah it wil be a hell of a snow storm! What happened to global warming? LOL With luck it will by pass NYC ! :),No
Officials back climate change science at Delhi talks - BBC News: New Zealand HeraldOfficials back climate change s... http://bit.ly/dAlwZF,Yes
Officials defend climate science|Officials at UN-led talks in India insist climate change science is still very .. http://oohja.com/x6qEg,Yes
TV ad targets Sen. Barrassos climate stand  http://bit.ly/btPM9s stop global warming,Yes
"Global warming in the hot seat|By Keith Yost STAFF COLUMNIST In November 2009, hackers released of thousands of .. http://oohja.com/x6qsA",No
"Global warming in the hot seat|By Keith Yost STAFF COLUMNIST In November 2009, hackers released of thousands of .. http://oohja.com/x6qmR",No
"Climate change a scam to curb global population, Utah legislator says|-- Fact check of HJR12 points: 1. Proposed .. http://oohja.com/x6pZe",No
"To greens, I was worse than a child abuser ;O http://bit.ly/d2Arav global warming swindle",No
"The Global Climate: Yes, Its Still Warming :) climate scientists",Yes
Utah lawmaker Mike Noel targets global warming lawsuits|A Utah legislator who is one of the most ardent critics .. http://oohja.com/x6pbm,No
#news How to talk to your friends about climate change: I have found solace in the words of Dmitry Orlov and many other http://url4.eu/1JxMp,Yes
Video: Fuel for Climate Change Skeptics: The UN's climate chief admitted scientists made mistakes in a major study... http://bit.ly/dyFhdY,No
This is not good news :( CO2 May Cause Even More Global Warming Than Originally Thought http://bit.ly/7NdFRn #eco #green #globalwarming,Yes
Enlisting a drug discovery technique in the battle against global warming|Scientists in Texas are reporting that .. http://oohja.com/x6oUM,Yes
Federal agency denies endangered species protections for tiny pika|Climate change might be hurting some .. http://oohja.com/x6oUC,Yes
Pika Denied Protection By U.S. Fish And Wildlife Service: SALT LAKE CITY ' Climate change might be hurting some po... http://bit.ly/asuI2d,Yes
RT @lifesizepaprdol: Ensure the Participation of Indigenous Peoples in UN Climate Change Policies: http://is.gd/buDZb,Yes
Pika Denied Protection By U.S. Fish And Wildlife Service: SALT LAKE CITY ' Climate change might be hurting some po... http://bit.ly/bXtsH5,Yes
Climate change is leading to a decrease in Canada's wolverine population. Which joke to make? http://p-bu.mp/83d,Yes
Video: Fuel for Climate Change Skeptics http://bit.ly/92nL1d,No
"@adrian_bacon By the way, you tweet ""pro"" climate change BS, and you don't care ""one way or the other?""",No
"Video: Climate Change Is a Clear and Present Danger: Christopher Field, Ph.D., is the director of the Department o... http://bit.ly/c0gD4x",Yes
mixed metaphors from @planetizen: Global Warming? It's All About Land Use http://bit.ly/c8unbr via @drgrist,No
50 Tips to reduce Global Warming | Global Warming: 50 Tips to reduce Global Warming Actually we do not require rad... http://bit.ly/dareYR,Yes
"Wondering if I am going to get stuck in DC due to the expected 2 feet of snow. Where are you, global warming?? #fb",No
http://www.scientificamerican.com/article.cfm?id=green-roof-climate-change-mitigation Sci Amer: Data Supports Green Roof Use,Yes
House committee seeks to keep global warming laws out of Utah|Utah lawmakers want to send a strong message to the .. http://oohja.com/x6nKH,No
"RT @thejoshuablog: RT @MMFA: Ignoring previous  claims by experts, RedState attacks DHS for citing climate change as national ... http://bit.ly/aXIWtV ( #p2 )",Yes
"Tennis Great Star Billie Jean King encourages everyone to take mass transit, a great way to help fight climate change http://bit.ly/4HQkIJ",Yes
RT @zanieladie: East Coast is going to get pounded with snow again. Stupid global warming!,No
East Coast is going to get pounded with snow again. Stupid global warming!,No
